,,,,,ɸѡ,
titanic,D://crw_data//pd.read_csv\source2582,27,"df_test.loc[df_test['Age'].isnull(), 'Age']","df_test.ix[df_test['Age'].isnull(), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source2578,22,"titanic.loc[titanic['Sex'] == 'female', 'Sex']","titanic.ix[titanic['Sex'] == 'female', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.ones\source9,85,"train.loc[train['Sex'] == 'male', 'Sex']","train.ix[train['Sex'] == 'male', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.crosstab\source17,149,"dataset.loc[(dataset['Age'] > 32) & (dataset['Age'] <= 48), 'Age']","dataset.ix[(dataset['Age'] > 32) & (dataset['Age'] <= 48), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source2910,139,"data.loc[data.Cabin.str[0] == 'C', 'Cabin']","data.ix[data.Cabin.str[0] == 'C', 'Cabin']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.concatenate\source244,25,"data.loc[data['Embarked'] == 'C', 'Embarked']","data.ix[data['Embarked'] == 'C', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source1281,29,"X_test.loc[X_test.Embarked.isna(), ['Embarked']]","X_test.ix[X_test.Embarked.isna(), ['Embarked']]",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source779,321,"dataset.loc[dataset['SibSp'] != 0, 'SibSp']","dataset.ix[dataset['SibSp'] != 0, 'SibSp']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source4054,26,"train.loc[train['Embarked'] == 'C', 'Embarked']","train.ix[train['Embarked'] == 'C', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source1700,67,"dataset.loc[dataset['Fare'] > 31, 'Fare']","dataset.ix[dataset['Fare'] > 31, 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.concat\source499,168,"grouped_median.loc['male', 2, 'Master']","grouped_median.ix['male', 2, 'Master']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.concatenate\source96,39,"test_data.loc[:, (['Fare'])]","test_data.ix[:, (['Fare'])]",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.ones\source9,57,"train.loc[train['Embarked'] == 'S', 'Embarked']","train.ix[train['Embarked'] == 'S', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.concatenate\source113,49,"train.loc[:, ('Fare')]","train.ix[:, ('Fare')]",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source157,35,"dfFeatures.loc[dfFeatures['Age'] >= 64, 'Age']","dfFeatures.ix[dfFeatures['Age'] >= 64, 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.zeros\source160,36,"dataset.loc[(dataset['Age'] > 32) & (dataset['Age'] <= 48), 'Age']","dataset.ix[(dataset['Age'] > 32) & (dataset['Age'] <= 48), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source2265,19,"train.loc[train['Sex'] == 'male', 'Sex']","train.ix[train['Sex'] == 'male', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source1921,55,"train.loc[(train['Fare'] > 7.91) & (train['Fare'] <= 14.454), 'Fare']","train.ix[(train['Fare'] > 7.91) & (train['Fare'] <= 14.454), 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source2910,149,"data.loc[data.Cabin.str[0] == 'T', 'Cabin']","data.ix[data.Cabin.str[0] == 'T', 'Cabin']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source77,70,"train_df.loc[train_df['Embarked'] == 'Q', 'Embarked']","train_df.ix[train_df['Embarked'] == 'Q', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.concat\source311,40,"test.loc[test.Sex == 'male', 'Sex']","test.ix[test.Sex == 'male', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source779,289,"dataset.loc[(dataset['Fare'] > 7.75) & (dataset['Fare'] <= 7.91), 'Fare']","dataset.ix[(dataset['Fare'] > 7.75) & (dataset['Fare'] <= 7.91), 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source1587,139,"data.loc[data.Cabin.str[0] == 'C', 'Cabin']","data.ix[data.Cabin.str[0] == 'C', 'Cabin']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.concat\source354,159,"data['test'].loc[:, ('Cabin')]","data['test'].ix[:, ('Cabin')]",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.concatenate\source84,27,"t_train.loc[t_train['Sex'] == 'female', 'Sex']","t_train.ix[t_train['Sex'] == 'female', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source121,49,"df.loc[df['Sex'] == 'female', 'Sex']","df.ix[df['Sex'] == 'female', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source2910,141,"data.loc[data.Cabin.str[0] == 'D', 'Cabin']","data.ix[data.Cabin.str[0] == 'D', 'Cabin']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.array\source195,57,"train.loc[:, ('Survived')]","train.ix[:, ('Survived')]",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source779,266,"dataset.loc[(dataset['Age'] > 29) & (dataset['Age'] <= 39), 'Age']","dataset.ix[(dataset['Age'] > 29) & (dataset['Age'] <= 39), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.crosstab\source17,135,"dataset.loc[(dataset['Fare'] > 14.454) & (dataset['Fare'] <= 31), 'Fare']","dataset.ix[(dataset['Fare'] > 14.454) & (dataset['Fare'] <= 31), 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.zeros\source713,44,"file.loc[file.Sex == 'female', 'Sex']","file.ix[file.Sex == 'female', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.concat\source114,113,"df_combo.loc[:, ('Ticket')]","df_combo.ix[:, ('Ticket')]",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.ones\source13,53,"data.loc[data.Sex == 'male', 'Sex']","data.ix[data.Sex == 'male', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.concatenate\source84,29,"t_train.loc[t_train['Embarked'] == 'C', 'Embarked']","t_train.ix[t_train['Embarked'] == 'C', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source2578,32,"ttest.loc[ttest['Embarked'] == 'Q', 'Embarked']","ttest.ix[ttest['Embarked'] == 'Q', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.array\source429,24,"unprocessedData.loc[:, ('Survived')]","unprocessedData.ix[:, ('Survived')]",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.concatenate\source113,58,"train.loc[r, 'Name']","train.ix[r, 'Name']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.concat\source576,13,"total.loc[total['Fare'].isnull() & total['Pclass'] == i + 1, 'Fare']","total.ix[total['Fare'].isnull() & total['Pclass'] == i + 1, 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.concat\source114,104,"df_combo.loc[:, ('Title')]","df_combo.ix[:, ('Title')]",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.concatenate\source235,203,"dataset.loc[(dataset['Age'] > 32) & (dataset['Age'] <= 48), 'Age']","dataset.ix[(dataset['Age'] > 32) & (dataset['Age'] <= 48), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source2454,34,"titanic_test.loc[titanic_test['Embarked'] == 'S', 'Embarked']","titanic_test.ix[titanic_test['Embarked'] == 'S', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source1268,37,"dataset.loc[(dataset['Age'] > 26) & (dataset['Age'] <= 36), 'Age']","dataset.ix[(dataset['Age'] > 26) & (dataset['Age'] <= 36), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.count_nonzero\source6,105,"titanic.loc[titanic['Pclass'] == 2, 'Survived']","titanic.ix[titanic['Pclass'] == 2, 'Survived']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.concatenate\source113,61,"train.loc[r, 'Name']","train.ix[r, 'Name']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source230,37,"train_df.loc[train_df['Age'].isnull(), 'Age']","train_df.ix[train_df['Age'].isnull(), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.crosstab\source32,88,"dataset.loc[(dataset['Fare'] > 7.91) & (dataset['Fare'] <= 14.454), 'Fare']","dataset.ix[(dataset['Fare'] > 7.91) & (dataset['Fare'] <= 14.454), 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source2578,26,"titanic.loc[titanic['Embarked'] == 'S', 'Embarked']","titanic.ix[titanic['Embarked'] == 'S', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source1841,44,"train2.loc[train['Embarked'] == 'Q', 'Embarked']","train2.ix[train['Embarked'] == 'Q', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.dot\source29,25,"train_data.loc[train_data.Age.isnull(), 'Age']","train_data.ix[train_data.Age.isnull(), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.ones\source13,68,"data.loc[data.Embarked == 'S', 'Embarked']","data.ix[data.Embarked == 'S', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.unique\source99,80,"test.loc[test.Fare > bin_max, 'Fare']","test.ix[test.Fare > bin_max, 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.concatenate\source113,73,"test.loc[r, 'Title']","test.ix[r, 'Title']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.concat\source499,156,"grouped_median.loc['female', 3, 'Mrs']","grouped_median.ix['female', 3, 'Mrs']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source826,27,"titanic.loc[titanic['Sex'] == 'male', 'Sex']","titanic.ix[titanic['Sex'] == 'male', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.concat\source354,144,"data['train'].loc[:, ('Cabin')]","data['train'].ix[:, ('Cabin')]",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source1841,46,"test2.loc[test['Embarked'] == 'S', 'Embarked']","test2.ix[test['Embarked'] == 'S', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source2265,38,"train.loc[train['Cabin'] != 'N', 'Cabin']","train.ix[train['Cabin'] != 'N', 'Cabin']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source2265,27,"train.loc[train['Embarked'] == 'S', 'Embarked']","train.ix[train['Embarked'] == 'S', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.concat\source499,151,"grouped_median.loc['female', 2, 'Mrs']","grouped_median.ix['female', 2, 'Mrs']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source2454,36,"titanic_test.loc[titanic_test['Embarked'] == 'C', 'Embarked']","titanic_test.ix[titanic_test['Embarked'] == 'C', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.concatenate\source244,20,"data.loc[data['Sex'] == 'male', 'Sex']","data.ix[data['Sex'] == 'male', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source157,17,"df.loc[df['Family_size'] == 1, 'Is_alone']","df.ix[df['Family_size'] == 1, 'Is_alone']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source49,88,"df.loc[(df['Age'] > 16) & (df['Age'] <= 32), 'Age']","df.ix[(df['Age'] > 16) & (df['Age'] <= 32), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source1268,39,"dataset.loc[dataset['Age'] > 62, 'Age']","dataset.ix[dataset['Age'] > 62, 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.array\source195,169,"test.loc[:, (['PassengerId', 'Survived'])]","test.ix[:, (['PassengerId', 'Survived'])]",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.unique\source24,50,"test.loc[test['Embarked'] == 'C', 'Embarked']","test.ix[test['Embarked'] == 'C', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.count_nonzero\source6,71,"titanic_test.loc[titanic_test['Embarked'] == 'Q', 'Embarked']","titanic_test.ix[titanic_test['Embarked'] == 'Q', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.concat\source114,93,"df_combo.loc[:, ('Fam')]","df_combo.ix[:, ('Fam')]",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source1281,39,"X_train.loc[:, (['Age'])]","X_train.ix[:, (['Age'])]",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source137,101,"train_df.loc[:, (['Survived'])]","train_df.ix[:, (['Survived'])]",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.concatenate\source113,26,"test.loc[test['Sex'] == 'male', 'Sex']","test.ix[test['Sex'] == 'male', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source2265,28,"train.loc[train['Embarked'] == 'C', 'Embarked']","train.ix[train['Embarked'] == 'C', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.concat\source1054,209,"grouped_median.loc['female', 1, 'Mrs']","grouped_median.ix['female', 1, 'Mrs']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.concatenate\source113,59,"train.loc[r, 'Name']","train.ix[r, 'Name']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.ones\source9,221,"test.loc[test['Sex'] == 0, 'Sex']","test.ix[test['Sex'] == 0, 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source826,28,"titanic.loc[titanic['Sex'] == 'female', 'Sex']","titanic.ix[titanic['Sex'] == 'female', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.where\source52,107,"c.loc[c['Fare'] <= 10, 'FareB']","c.ix[c['Fare'] <= 10, 'FareB']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.crosstab\source17,145,"dataset.loc[dataset['Age'] <= 16, 'Age']","dataset.ix[dataset['Age'] <= 16, 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.ones\source9,86,"train.loc[train['Sex'] == 'female', 'Sex']","train.ix[train['Sex'] == 'female', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.ones\source38,24,"train.loc[train['Embarked'] == 'C', 'Embarked']","train.ix[train['Embarked'] == 'C', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source157,32,"dfFeatures.loc[(dfFeatures['Age'] > 16) & (dfFeatures['Age'] <= 32), 'Age']","dfFeatures.ix[(dfFeatures['Age'] > 16) & (dfFeatures['Age'] <= 32), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source2361,29,"trainData.loc[trainData.Age.isnull(), 'modAge']","trainData.ix[trainData.Age.isnull(), 'modAge']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source188,23,"X_df.loc[:, ('Age')]","X_df.ix[:, ('Age')]",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source190,80,"df.loc[df.Age.isnull() & (df.Gender == i) & (df.Pclass == j + 1), 'AgeFill']","df.ix[df.Age.isnull() & (df.Gender == i) & (df.Pclass == j + 1), 'AgeFill']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source1965,37,"new_train.loc[new_train['Sex'] == 'male', 'Sex']","new_train.ix[new_train['Sex'] == 'male', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source137,99,"train_df.loc[:, (selected_features)]","train_df.ix[:, (selected_features)]",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.count_nonzero\source6,35,"titanic.loc[titanic['Sex'] == 'female', 'Sex']","titanic.ix[titanic['Sex'] == 'female', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.unique\source24,43,"train.loc[train['Sex'] == 'male', 'Sex']","train.ix[train['Sex'] == 'male', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.count_nonzero\source6,175,"titanic.loc[titanic['Pclass'] == 1, 'Survived']","titanic.ix[titanic['Pclass'] == 1, 'Survived']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source1722,39,"train.loc[(train['Age'] > 14) & (train['Age'] <= 28), 'Age']","train.ix[(train['Age'] > 14) & (train['Age'] <= 28), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.array\source195,99,"test.loc[:, (['Cader', 'FamilyId'])]","test.ix[:, (['Cader', 'FamilyId'])]",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source230,30,"test_df.loc[test_df['Embarked'] == 'C', 'Embarked']","test_df.ix[test_df['Embarked'] == 'C', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source139,43,"df.loc[df.Age.isnull(), 'Age']","df.ix[df.Age.isnull(), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.concat\source1054,261,"grouped_median.loc['male', 1, 'Royalty']","grouped_median.ix['male', 1, 'Royalty']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source2123,67,"titanic_train.loc[titanic_train['Embarked'] == 'Q', 'Embarked']","titanic_train.ix[titanic_train['Embarked'] == 'Q', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source2910,155,"data.loc[data.Embarked == 'Q', 'Embarked']","data.ix[data.Embarked == 'Q', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.concat\source354,150,"data['train'].loc[:, ('Cabin')]","data['train'].ix[:, ('Cabin')]",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source241,23,"df.loc[df['Age'].isnull() & (df['Title'] == atitle), 'Age']","df.ix[df['Age'].isnull() & (df['Title'] == atitle), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source826,34,"titanic.loc[titanic['Embarked'] == 'Q', 'Embarked']","titanic.ix[titanic['Embarked'] == 'Q', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source2123,47,"titanic_train.loc[titanic_train['Sex'] == 'female', 'Sex']","titanic_train.ix[titanic_train['Sex'] == 'female', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.concat\source114,168,df_combo.loc[0:len(titanic_train['Survived']) - 1],df_combo.ix[0:len(titanic_train['Survived']) - 1],pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.concat\source499,149,"grouped_median.loc['female', 2, 'Miss']","grouped_median.ix['female', 2, 'Miss']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.concat\source567,17,"test.loc[:, 'Pclass':'Embarked']","test.ix[:, 'Pclass':'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.ones\source38,28,"test.loc[test['Embarked'] == 'C', 'Embarked']","test.ix[test['Embarked'] == 'C', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source2578,28,"titanic.loc[titanic['Embarked'] == 'Q', 'Embarked']","titanic.ix[titanic['Embarked'] == 'Q', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.count_nonzero\source6,67,"titanic_test.loc[titanic_test['Embarked'] == 'S', 'Embarked']","titanic_test.ix[titanic_test['Embarked'] == 'S', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.concatenate\source96,33,"test_data.loc[:, (['Pclass', 'Sex', 'Age'])]","test_data.ix[:, (['Pclass', 'Sex', 'Age'])]",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.count_nonzero\source6,57,"titanic_test.loc[titanic_test['Sex'] == 'male', 'Sex']","titanic_test.ix[titanic_test['Sex'] == 'male', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.concatenate\source113,60,"train.loc[r, 'Title']","train.ix[r, 'Title']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.concatenate\source244,24,"data.loc[data['Embarked'] == 'S', 'Embarked']","data.ix[data['Embarked'] == 'S', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.where\source52,83,"c.loc[c.Age.isnull() & (c.Title == i), 'Age']","c.ix[c.Age.isnull() & (c.Title == i), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source2593,21,"train.loc[train.Age.isnull(), 'AgeFill']","train.ix[train.Age.isnull(), 'AgeFill']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.concatenate\source113,61,"train.loc[r, 'Title']","train.ix[r, 'Title']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source4054,27,"train.loc[train['Embarked'] == 'Q', 'Embarked']","train.ix[train['Embarked'] == 'Q', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.concatenate\source113,23,"train.loc[train['Sex'] == 'male', 'Sex']","train.ix[train['Sex'] == 'male', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source4054,30,"test.loc[test['Sex'] == 'male', 'Sex']","test.ix[test['Sex'] == 'male', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.concat\source114,136,"df_combo.loc[mask_Age, ['Age', 'Title', 'Sex', 'Pclass']]","df_combo.ix[mask_Age, ['Age', 'Title', 'Sex', 'Pclass']]",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source2265,34,"test.loc[test['Embarked'] == 'Q', 'Embarked']","test.ix[test['Embarked'] == 'Q', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source1268,36,"dataset.loc[(dataset['Age'] > 16) & (dataset['Age'] <= 26), 'Age']","dataset.ix[(dataset['Age'] > 16) & (dataset['Age'] <= 26), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source263,39,"df.loc[df.Embarked.isnull(), 'Embarked']","df.ix[df.Embarked.isnull(), 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source1672,12,"train.loc[:, (feat_colums)]","train.ix[:, (feat_colums)]",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source2265,29,"train.loc[train['Embarked'] == 'Q', 'Embarked']","train.ix[train['Embarked'] == 'Q', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source1722,37,"train.loc[train['Age'] <= 14, 'Age']","train.ix[train['Age'] <= 14, 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source1281,23,"X_test.loc[:, (['Sex'])]","X_test.ix[:, (['Sex'])]",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.concatenate\source113,48,"test.loc[:, ('Age')]","test.ix[:, ('Age')]",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source1268,38,"dataset.loc[(dataset['Age'] > 36) & (dataset['Age'] <= 62), 'Age']","dataset.ix[(dataset['Age'] > 36) & (dataset['Age'] <= 62), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
